id,sport,question,correct_answer,choice_a,choice_b,choice_c,choice_d,difficulty,points,category_tag
515,College Basketball,Who won the 2016 NCAA Men's Championship,Villanova Wildcats,UConn Huskies,Villanova Wildcats,UConn Huskies,Duke Blue Devils,Easy,1,Championships
516,College Basketball,What is a bracket in March Madness,Tournament prediction chart,March Madness,Louisville Cardinals,30 seconds,Tournament prediction chart,Easy,1,Events
517,College Basketball,Which player is known as Coach K,K Mike Krzyzewski,Anthony Davis,Kentucky,North Carolina,K Mike Krzyzewski,Easy,1,Nicknames
518,College Basketball,Who has the most NCAA tournament appearances,Kansas Jayhawks,Kelsey Plum - 3527,North Carolina - 21,Ed Cota era leader UNC,Kansas Jayhawks,Medium,2,Records
519,College Basketball,What is a Cinderella team,Underdog team making deep tournament run,Michael Jordan,UCLA - 11,Damian Lillard (Weber State),Underdog team making deep tournament run,Easy,1,Quirky
520,College Basketball,Who won the 2015 NCAA Men's Championship,Duke Blue Devils,Virginia Cavaliers,UConn Huskies,Louisville Cardinals,Duke Blue Devils,Easy,1,Championships
521,College Basketball,Which school is known as the Spartans,Michigan State,Zion Williamson,Nick Young (USC),Michigan State,Duke,Easy,1,Nicknames
522,College Basketball,Who holds the record for most points in a single NCAA game,Frank Selvy - 100,Frank Selvy - 100,UCLA - 11,Pete Maravich - 3667,North Carolina - 21,Hard,3,Records
523,College Basketball,What is a one and done player,Player leaving for NBA after one year,Extra period after tie game,Player leaving for NBA after one year,Quick transition scoring play,3 points,Easy,1,Rules
524,College Basketball,Who won the 2021 NCAA Men's Championship,Baylor Bears,Baylor Bears,UConn Huskies,Louisville Cardinals,Villanova Wildcats,Easy,1,Championships
525,College Basketball,Which school is known as the Hoosiers,Indiana,Indiana,Florida,Pete Maravich,Nick Young (USC),Easy,1,Nicknames
526,College Basketball,Who has the most career NCAA assists,Ed Cota era leader UNC,Pat Summitt - 8,Kemba Walker era leader context varies,John Wooden - UCLA era dominance,Ed Cota era leader UNC,Hard,3,Records
527,College Basketball,What is a fast break,Quick transition scoring play,Extra period after tie game,Unsportsmanlike conduct penalty,30 seconds,Quick transition scoring play,Easy,1,Rules
528,College Basketball,Who won the 2019 NCAA Men's Championship,Virginia Cavaliers,Virginia Cavaliers,Louisville Cardinals,Kansas Jayhawks,Duke Blue Devils,Easy,1,Championships
529,College Basketball,Which player is known as The Brow,Anthony Davis,Anthony Davis,Florida,Pete Maravich,Duke,Easy,1,Nicknames
530,College Basketball,What is a technical foul,Unsportsmanlike conduct penalty,Double digits in two statistical categories,Player leaving for NBA after one year,Unsportsmanlike conduct penalty,Offensive foul for running into defender,Easy,1,Rules
531,College Basketball,Who won the 2022 NCAA Women's Championship,South Carolina Gamecocks,Virginia Cavaliers,South Carolina Gamecocks,UConn Huskies,Kansas Jayhawks,Easy,1,Championships
532,College Basketball,Which player is known as Pistol Pete,Pete Maravich,Pete Maravich,Duke,Ohio State,Damian Lillard (Weber State),Easy,1,Nicknames
533,College Basketball,Who has the most NCAA tournament wins as a player,Kemba Walker era leader context varies,Kelsey Plum - 3527,Kansas Jayhawks,Kemba Walker era leader context varies,Kemba Walker - 2011 run,Medium,2,Records
534,College Basketball,What is overtime in college basketball,Extra period after tie game,Double digits in two statistical categories,Offensive foul for running into defender,Quick transition scoring play,Extra period after tie game,Easy,1,Rules
535,College Basketball,Which school is known as the Gators,Florida,Indiana,Duke,Kentucky,Florida,Easy,1,Nicknames
536,College Basketball,Who won the 2014 NCAA Men's Championship,UConn Huskies,Kansas Jayhawks,Virginia Cavaliers,Kansas Jayhawks,UConn Huskies,Easy,1,Championships
537,College Basketball,What is a three point line shot worth,3 points,30 seconds,Player leaving for NBA after one year,3 points,Double digits in two statistical categories,Easy,1,Rules
538,College Basketball,Which coach has the most NCAA titles for women,Pat Summitt - 8,UCLA - 11,Kemba Walker era leader context varies,Kemba Walker - 2011 run,Pat Summitt - 8,Easy,1,Records
539,College Basketball,Who is known as The Process,Joel Embiid (college at Kansas),Florida,Joel Embiid (college at Kansas),Arkansas,Kentucky,Easy,1,Nicknames
540,College Basketball,Which school is known as the Buckeyes,Ohio State,Kentucky,Ohio State,Nick Young (USC),Indiana,Easy,1,Nicknames
541,College Basketball,Who won the 2008 NCAA Men's Championship,Kansas Jayhawks,Kansas Jayhawks,Louisville Cardinals,Duke Blue Devils,South Carolina Gamecocks,Easy,1,Championships
542,College Basketball,What is a charge in basketball,Offensive foul for running into defender,30 seconds,Player leaving for NBA after one year,Double digits in two statistical categories,Offensive foul for running into defender,Easy,1,Rules
543,College Basketball,Which player is known as Dame,Damian Lillard (Weber State),Damian Lillard (Weber State),Indiana,Kentucky,North Carolina,Easy,1,Nicknames
544,College Basketball,Who holds the record for most NCAA tournament points,Kemba Walker - 2011 run,North Carolina - 21,Kemba Walker era leader context varies,Kelsey Plum - 3527,Kemba Walker - 2011 run,Medium,2,Records
545,College Basketball,Which school is known as the Razorbacks,Arkansas,Duke,North Carolina,Pete Maravich,Arkansas,Easy,1,Nicknames
546,College Basketball,Who won the 2013 NCAA Men's Championship,Louisville Cardinals,UConn Huskies,Louisville Cardinals,UConn Huskies,Duke Blue Devils,Easy,1,Championships
547,College Basketball,What is a sixth man,A top bench player,Offensive foul for running into defender,Underdog team making deep tournament run,Arkansas,A top bench player,Easy,1,Roles
548,College Basketball,Which team has the most Final Four appearances,North Carolina - 21,Pete Maravich - 3667,North Carolina - 21,Kemba Walker era leader context varies,Pat Summitt - 8,Medium,2,Records
549,College Basketball,Who is known as Swaggy P,Nick Young (USC),Joel Embiid (college at Kansas),Kentucky,Anthony Davis,Nick Young (USC),Easy,1,Nicknames
550,College Basketball,What is a buzzer beater,A shot made as time expires,A shot made as time expires,Pete Maravich - 3667,Duke Blue Devils,Pete Maravich,Easy,1,Quirky
551,Soccer,Which country has won the most FIFA World Cups,Brazil - 5,Cristiano Ronaldo - 128+,Lionel Messi - 91,Brazil - 5,Germany - 8,Easy,1,Records
552,Soccer,Who is widely considered the greatest soccer player of all time,Pele,Alan Shearer - 260,Lionel Messi,Arsenal,Pele,Easy,1,Legends
553,Soccer,Which player has won the most Ballon dOr awards,Lionel Messi - 8,Lionel Messi - 8,Germany - 8,Miroslav Klose - 16,Alan Shearer - 260,Easy,1,Records
554,Soccer,What is the governing body of world soccer,FIFA,Video Assistant Referee,Germany,Argentina,FIFA,Easy,1,Organizations
555,Soccer,Which country hosted the 2022 World Cup,Qatar,Qatar,Germany,France,Italy,Easy,1,Events
556,Soccer,Who is known as CR7,Cristiano Ronaldo,Manchester United,Juventus,Mohamed Salah,Cristiano Ronaldo,Easy,1,Nicknames
557,Soccer,Which club has won the most UEFA Champions League titles,Real Madrid - 15,Cristiano Ronaldo - 128+,Miroslav Klose - 16,Lionel Messi - 91,Real Madrid - 15,Easy,1,Records
558,Soccer,What is a hat trick in soccer,Three goals in one match,No goals allowed in a match,Three goals in one match,Red card,Attacker ahead of last defender when ball played,Easy,1,Rules
559,Soccer,Which country won the 2018 World Cup,France,Brazil,France,Germany,Brazil,Easy,1,Events
560,Soccer,Who is Argentina's most famous modern player,Lionel Messi,Lionel Messi,Brazil,FIFA,Jose Mourinho,Easy,1,Legends
561,Soccer,What is the length of a standard soccer match,90 minutes,90 minutes,Restart after foul without penalty shot,Three goals in one match,Two goals in one match,Easy,1,Rules
562,Soccer,Which country won the first World Cup in 1930,Uruguay,France,Three goals in one match,Uruguay,Cristiano Ronaldo - 128+,Medium,2,History
563,Soccer,Who is the all time top scorer in men's international soccer,Cristiano Ronaldo - 128+,Cristiano Ronaldo - 128+,Real Madrid - 15,Lionel Messi - 91,Miroslav Klose - 16,Easy,1,Records
564,Soccer,What is the penalty spot distance from goal,12 yards,90 minutes,Sending off for serious foul or misconduct,Three goals in one match,12 yards,Easy,1,Rules
565,Soccer,Which club is known as The Red Devils,Manchester United,Chelsea,Mohamed Salah,Cristiano Ronaldo,Manchester United,Easy,1,Nicknames
566,Soccer,Who won the 2014 World Cup,Germany,Germany,France,Spain,Brazil,Easy,1,Events
567,Soccer,Which country is famous for Tiki Taka style,Spain,Germany,Cristiano Ronaldo,Uruguay,Spain,Medium,2,Style
568,Soccer,Who scored the Hand of God goal,Diego Maradona,FIFA,Diego Maradona,Germany - 8,Netherlands,Easy,1,Legends
569,Soccer,What is offside in soccer,Attacker ahead of last defender when ball played,Attacker ahead of last defender when ball played,90 minutes,No goals allowed in a match,Video Assistant Referee,Medium,2,Rules
570,Soccer,Which club plays at Camp Nou,FC Barcelona,Two goals in one match,Pele,Lionel Messi - 8,FC Barcelona,Easy,1,Teams
571,Soccer,Who has the most goals in World Cup history,Miroslav Klose - 16,Miroslav Klose - 16,Brazil - 5,Real Madrid - 15,Germany - 8,Medium,2,Records
572,Soccer,What color card means a player is sent off,Red card,Red card,90 minutes,Extra time added for delays,Sending off for serious foul or misconduct,Easy,1,Rules
573,Soccer,Which country won Euro 2020,Italy,Brazil,Spain,Manchester City,Italy,Easy,1,Events
574,Soccer,Who is known as The Egyptian King,Mohamed Salah,Ronaldo Nazario,Jose Mourinho,Mohamed Salah,Diego Maradona,Easy,1,Nicknames
575,Soccer,Which club has the nickname The Gunners,Arsenal,Arsenal,Ronaldo Nazario,Jose Mourinho,Chelsea,Easy,1,Nicknames
576,Soccer,What is a clean sheet,No goals allowed in a match,Red card,90 minutes,No goals allowed in a match,Three goals in one match,Easy,1,Rules
577,Soccer,Who won the 2010 World Cup,Spain,Germany,Spain,France,Manchester City,Easy,1,Events
578,Soccer,Which player is known for the bicycle kick,Rivaldo (famous examples also Ronaldo CR7),Rivaldo (famous examples also Ronaldo CR7),12 yards,FIFA,Germany,Medium,2,Highlights
579,Soccer,What is VAR,Video Assistant Referee,Video Assistant Referee,No goals allowed in a match,Ball last touched by defending team crossing goal line,90 minutes,Easy,1,Rules
580,Soccer,Which country has the most World Cup finals appearances,Germany - 8,Real Madrid - 15,Germany - 8,Alan Shearer - 260,Cristiano Ronaldo - 128+,Medium,2,Records
581,Soccer,Who is known as The Special One,Jose Mourinho,Mohamed Salah,Jose Mourinho,Diego Maradona,Arsenal,Easy,1,Nicknames
582,Soccer,What is a corner kick awarded for,Ball last touched by defending team crossing goal line,Red card,Restart after foul without penalty shot,No goals allowed in a match,Ball last touched by defending team crossing goal line,Easy,1,Rules
583,Soccer,Which club is based in Munich,Bayern Munich,Brazil - 5,No goals allowed in a match,Germany - 8,Bayern Munich,Easy,1,Teams
584,Soccer,Who won the 2023 Champions League,Manchester City,Germany,Italy,Brazil,Manchester City,Easy,1,Events
585,Soccer,What is a free kick,Restart after foul without penalty shot,Two goals in one match,Video Assistant Referee,Restart after foul without penalty shot,Attacker ahead of last defender when ball played,Easy,1,Rules
586,Soccer,Which country won Copa America 2021,Argentina,Germany,Argentina,Italy,France,Easy,1,Events
587,Soccer,Who holds the record for most goals in a calendar year,Lionel Messi - 91,Lionel Messi - 91,Germany - 8,Miroslav Klose - 16,Real Madrid - 15,Medium,2,Records
588,Soccer,Which club is known as The Old Lady,Juventus,Manchester United,Mohamed Salah,Chelsea,Juventus,Easy,1,Nicknames
589,Soccer,What is stoppage time,Extra time added for delays,Ball last touched by defending team crossing goal line,Extra time added for delays,12 yards,Red card,Easy,1,Rules
590,Soccer,Who won the 2002 World Cup,Brazil,Brazil,France,Qatar,Italy,Easy,1,Events
591,Soccer,Which player is known as The Phenomenon,Ronaldo Nazario,Jose Mourinho,Mohamed Salah,Manchester United,Ronaldo Nazario,Easy,1,Nicknames
592,Soccer,What is a brace,Two goals in one match,Two goals in one match,Three goals in one match,No goals allowed in a match,90 minutes,Easy,1,Rules
593,Soccer,Which country hosted the 2014 World Cup,Brazil,Brazil,France,Argentina,Manchester City,Easy,1,Events
594,Soccer,Who is the all time Premier League top scorer,Alan Shearer - 260,Miroslav Klose - 16,Alan Shearer - 260,Germany - 8,Cristiano Ronaldo - 128+,Medium,2,Records
595,Soccer,Which club is known as The Blues,Chelsea,Chelsea,Mohamed Salah,Ronaldo Nazario,Juventus,Easy,1,Nicknames
596,Soccer,What is a bicycle kick,Overhead kick where player strikes ball mid air,Overhead kick where player strikes ball mid air,Uruguay,Miroslav Klose - 16,Jose Mourinho,Easy,1,Quirky
597,Soccer,Who won the 1998 World Cup,France,France,Qatar,Italy,Germany,Easy,1,Events
598,Soccer,Which country is famous for total football system,Netherlands,Lionel Messi - 8,Three goals in one match,Chelsea,Netherlands,Medium,2,Style
599,Soccer,Who is known as El Pibe de Oro,Diego Maradona,Ronaldo Nazario,Juventus,Diego Maradona,Mohamed Salah,Easy,1,Nicknames
600,Soccer,What is a red card offense,Sending off for serious foul or misconduct,Sending off for serious foul or misconduct,No goals allowed in a match,Red card,Restart after foul without penalty shot,Medium,2,Rules
601,Tennis,Who has won the most Grand Slam men's singles titles,Novak Djokovic - 24,Serena Williams,Serena Williams - 23,Roger Federer - 8,Novak Djokovic - 24,Easy,1,Records
602,Tennis,Who has won the most Grand Slam women's singles titles,Serena Williams - 23,Serena Williams - 23,Rafael Nadal - 14,Roger Federer - 8,Novak Djokovic - 390+,Easy,1,Records
603,Tennis,What are the four Grand Slam tournaments,Australian Open French Open Wimbledon US Open,Australian Open French Open Wimbledon US Open,Daniil Medvedev,Carlos Alcaraz,Novak Djokovic,Easy,1,Events
604,Tennis,Which tournament is played on grass at the All England Club,Wimbledon,Wimbledon,Coco Gauff,Australian Open French Open Wimbledon US Open,Daniil Medvedev,Easy,1,Events
605,Tennis,Who is known as The King of Clay,Rafael Nadal,Rafael Nadal,Novak Djokovic,Novak Djokovic,Justine Henin (historical reference),Easy,1,Nicknames
606,Tennis,Who has won the most Wimbledon men's titles,Roger Federer - 8,Novak Djokovic - 24,Rafael Nadal,Roger Federer - 8,Martina Navratilova - 9,Easy,1,Records
607,Tennis,What is a tennis match typically played to,Best of 3 or 5 sets,Best of 3 or 5 sets,Chance to win opponent serve game,Winning all four majors in one year,Stroke on non dominant side,Easy,1,Rules
608,Tennis,Who won the most consecutive French Open titles,Rafael Nadal - 14,Novak Djokovic - 390+,Novak Djokovic - 24,Roger Federer - 8,Rafael Nadal - 14,Easy,1,Records
609,Tennis,What is love in tennis scoring,Zero points,Zero points,Winning all four majors in one year,Hit before ball bounces,Chance to win opponent serve game,Easy,1,Rules
610,Tennis,Who is known as The Joker,Novak Djokovic,Roger Federer,Rafael Nadal,Justine Henin (historical reference),Novak Djokovic,Easy,1,Nicknames
611,Tennis,Which surface is the US Open played on,Hard court,Hard court,Australian Open French Open Wimbledon US Open,Naomi Osaka,Carlos Alcaraz,Easy,1,Events
612,Tennis,Who has the most career Grand Slam titles overall,Novak Djokovic - 24,Novak Djokovic - 24,Martina Navratilova - 9,Serena Williams - 23,Rafael Nadal,Easy,1,Records
613,Tennis,What is a tiebreak,Special game to decide tied set,Special game to decide tied set,Two missed serves in a row,Stroke on non dominant side,Hit before ball bounces,Easy,1,Rules
614,Tennis,Who won the 2019 Wimbledon men's singles final,Novak Djokovic,Carlos Alcaraz,Novak Djokovic,Rafael Nadal,Coco Gauff,Easy,1,Events
615,Tennis,Who won the 2023 US Open women's singles,Coco Gauff,Novak Djokovic,Naomi Osaka,Roger Federer,Coco Gauff,Easy,1,Events
616,Tennis,What is an ace in tennis,Serve not touched by opponent,Missed shot not caused by opponent,Best of 3 or 5 sets,Tied score at 40-40,Serve not touched by opponent,Easy,1,Rules
617,Tennis,Who is known as The Swiss Maestro,Roger Federer,Rafael Nadal,Roger Federer,Novak Djokovic,Justine Henin (historical reference),Easy,1,Nicknames
618,Tennis,Which country hosts the Australian Open,Australia,Novak Djokovic,Wimbledon,Hard court,Australia,Easy,1,Events
619,Tennis,Who has the most career ATP titles,Jimmy Connors - 109,Jimmy Connors - 109,Novak Djokovic - 24,Martina Navratilova - 9,Rafael Nadal - 14,Medium,2,Records
620,Tennis,What is a break point,Chance to win opponent serve game,Chance to win opponent serve game,Back boundary line of court,Stroke on non dominant side,Two missed serves in a row,Easy,1,Rules
621,Tennis,Who won the 2022 Wimbledon men's singles,Novak Djokovic,Australian Open French Open Wimbledon US Open,Wimbledon,Clay,Novak Djokovic,Easy,1,Events
622,Tennis,Which player is known as Rafa,Rafael Nadal,Rafael Nadal,Rod Laver,Novak Djokovic,Novak Djokovic,Easy,1,Nicknames
623,Tennis,Who has the most Grand Slam women's titles in the Open Era,Serena Williams,Serena Williams,Novak Djokovic - 24,Rafael Nadal - 14,Martina Navratilova - 9,Easy,1,Records
624,Tennis,What is a double fault,Two missed serves in a row,Hit before ball bounces,Two missed serves in a row,Special game to decide tied set,Serve not touched by opponent,Easy,1,Rules
625,Tennis,Who won the 2023 Wimbledon men's singles,Carlos Alcaraz,Carlos Alcaraz,Novak Djokovic,Naomi Osaka,Wimbledon,Easy,1,Events
626,Tennis,Which surface is Roland Garros played on,Clay,Clay,Coco Gauff,Australian Open French Open Wimbledon US Open,Roger Federer,Easy,1,Events
627,Tennis,Who is known as The Queen of Clay,Justine Henin (historical reference),Justine Henin (historical reference),Rafael Nadal,Rod Laver,Novak Djokovic,Medium,2,Nicknames
628,Tennis,What is a baseline in tennis,Back boundary line of court,Back boundary line of court,Winning all four majors in one year,Best of 3 or 5 sets,Hit before ball bounces,Easy,1,Rules
629,Tennis,Who has the fastest recorded serve in tennis,Sam Groth - 163 mph,Roger Federer - 8,Rafael Nadal - 14,Sam Groth - 163 mph,Martina Navratilova - 9,Medium,2,Records
630,Tennis,Which player won 14 French Open titles,Rafael Nadal,Novak Djokovic - 390+,Rafael Nadal,Roger Federer - 8,Rafael Nadal - 14,Easy,1,Records
631,Tennis,What is a volley in tennis,Hit before ball bounces,Hit before ball bounces,Best of 3 or 5 sets,Chance to win opponent serve game,Serve not touched by opponent,Easy,1,Rules
632,Tennis,Who won the 2022 US Open men's singles,Carlos Alcaraz,Carlos Alcaraz,Rafael Nadal,Naomi Osaka,Novak Djokovic,Easy,1,Events
633,Tennis,Which country is Roger Federer from,Switzerland,Switzerland,Martina Navratilova - 9,Back boundary line of court,Novak Djokovic - 24,Easy,1,Players
634,Tennis,Who has the most Wimbledon women's titles,Martina Navratilova - 9,Novak Djokovic - 24,Sam Groth - 163 mph,Novak Djokovic - 24,Martina Navratilova - 9,Medium,2,Records
635,Tennis,What is a forehand,Stroke on dominant side,Stroke on dominant side,Back boundary line of court,Special game to decide tied set,Stroke on non dominant side,Easy,1,Rules
636,Tennis,Who won the 2021 US Open men's singles,Daniil Medvedev,Wimbledon,Hard court,Roger Federer,Daniil Medvedev,Easy,1,Events
637,Tennis,Which player is known as Nole,Novak Djokovic,Rod Laver,Justine Henin (historical reference),Novak Djokovic,Rafael Nadal,Easy,1,Nicknames
638,Tennis,What is a backhand,Stroke on non dominant side,Stroke on non dominant side,Back boundary line of court,Special game to decide tied set,Hit before ball bounces,Easy,1,Rules
639,Tennis,Who won the 2020 French Open men's singles,Rafael Nadal,Rafael Nadal,Naomi Osaka,Australia,Wimbledon,Easy,1,Events
640,Tennis,Which tournament is known as the happiest slam,Australian Open,Wimbledon,Australian Open,Serena Williams,Stroke on non dominant side,Easy,1,Quirky
641,Tennis,Who has the most career prize money in tennis,Novak Djokovic,Novak Djokovic - 390+,Rafael Nadal,Serena Williams,Novak Djokovic,Medium,2,Records
642,Tennis,What is deuce in tennis,Tied score at 40-40,Tied score at 40-40,Two missed serves in a row,Special game to decide tied set,Zero points,Easy,1,Rules
643,Tennis,Who won the 2017 Australian Open men's singles,Roger Federer,Novak Djokovic,Clay,Novak Djokovic,Roger Federer,Easy,1,Events
644,Tennis,Which player is known as The Rocket,Rod Laver,Rafael Nadal,Novak Djokovic,Novak Djokovic,Rod Laver,Easy,1,Nicknames
645,Tennis,Who won the 2020 US Open women's singles,Naomi Osaka,Australia,Carlos Alcaraz,Clay,Naomi Osaka,Easy,1,Events
646,Tennis,What is an unforced error,Missed shot not caused by opponent,Missed shot not caused by opponent,Two missed serves in a row,Tied score at 40-40,Zero points,Easy,1,Rules
647,Tennis,Which country is Rafael Nadal from,Spain,Novak Djokovic,Spain,Novak Djokovic,Roger Federer - 8,Easy,1,Players
648,Tennis,Who has the most consecutive weeks at world number 1,Novak Djokovic - 390+,Novak Djokovic - 24,Serena Williams,Novak Djokovic - 390+,Serena Williams - 23,Hard,3,Records
649,Tennis,What is a grand slam in tennis,Winning all four majors in one year,Missed shot not caused by opponent,Winning all four majors in one year,Serve not touched by opponent,Hit before ball bounces,Easy,1,Rules
